Date,EUA,Market_size,Oil,Coal,NG,Power,IR,GDP,USEU,S&P_clean,DAX,High_price,Low_price
2024-10-26,66.97,2096830.7,76.05,119.59,43.513,75.99,3.4,4270369.891,0.9262,836.39,"19,463.59",67.36,66.08
2024-10-25,66.97,2096830.7,76.05,119.59,43.513,75.99,3.4,4270369.891,0.9262,836.39,"19,463.59",67.36,66.08
2024-10-24,66.63,2794462.2,74.38,119.25,42.154,75.99,3.4,4270369.891,0.9235,836.39,"19,463.59",67.57,64.75
2024-10-23,64.89,1979145.0,74.96,119.1,41.38,75.99,3.4,4270369.891,0.9273,835.03,"19,463.59",65.36,61.71
2024-10-22,62.25,1635307.5,76.04,118.6,40.704,75.99,3.65,4270369.891,0.9258,848.05,"19,463.59",62.56,61.29
2024-10-21,61.76,1462476.8,74.29,118.6,40.024,75.99,3.65,4270369.891,0.9246,851.62,"19,463.59",62.95,61.36
2024-10-20,62.28,1311616.8,73.06,118.5,39.204,75.99,3.65,4270369.891,0.9202,857.22,"19,657.37",63.47,62.22
2024-10-19,62.28,1311616.8,73.06,118.5,39.204,75.99,3.65,4270369.891,0.9202,857.22,"19,657.37",63.47,62.22
2024-10-18,62.28,1311616.8,73.06,118.5,39.204,75.99,3.65,4270369.891,0.9202,857.22,"19,657.37",63.47,62.22
2024-10-17,62.98,1289200.6,74.45,118.5,39.65,75.99,3.65,4270369.891,0.9232,855.36,"19,583.39",63.64,62.63
2024-10-16,63.03,1793203.5,74.22,118.15,39.241,75.99,3.65,4270369.891,0.9206,862.53,"19,432.81",65.63,62.8
2024-10-15,65.09,1627250.0,74.25,119.3,39.973,75.99,3.65,4270369.891,0.9181,856.45,"19,486.19",65.59,64.17
2024-10-14,65.97,1539080.1,77.46,120.75,40.559,75.99,3.65,4270369.891,0.9166,868.55,"19,508.29",66.18,63.85
2024-10-13,64.62,1618731.0,79.04,119.85,39.879,75.99,3.65,4270369.891,0.9142,870.38,"19,373.83",65.09,63.75
2024-10-12,64.62,1618731.0,79.04,119.85,39.879,75.99,3.65,4270369.891,0.9142,870.38,"19,373.83",65.09,63.75
2024-10-11,64.62,1618731.0,79.04,119.85,39.879,75.99,3.65,4270369.891,0.9142,870.38,"19,373.83",65.09,63.75
2024-10-10,65.0,1962350.0,79.4,120.55,40.293,75.99,3.65,4270369.891,0.9144,865.39,"19,210.90",65.21,62.04
2024-10-09,62.01,2239181.1,76.58,118.85,38.341,75.99,3.65,4270369.891,0.9141,886.58,"19,254.93",62.71,59.95
2024-10-08,60.29,1914810.4,77.18,119.5,38.919,75.99,3.65,4270369.891,0.9105,889.61,"19,066.47",61.92,60.07
2024-10-07,61.76,3767977.6,81.13,121.9,40.244,75.99,3.65,4270369.891,0.911,894.31,"19,104.10",62.5,60.06
2024-10-06,62.05,1572347.0,77.52,121.95,40.98,75.99,3.65,4270369.891,0.9115,896.68,19120.93,62.57,61.41
2024-10-05,62.05,1572347.0,78.08,121.95,40.98,75.99,3.65,4270369.891,0.9109,896.68,19120.93,62.57,61.41
2024-10-04,62.05,1572347.0,78.08,121.95,40.98,75.99,3.65,4270369.891,0.9109,896.68,19120.93,62.57,61.41
2024-10-03,62.76,1468584.0,77.9,117.55,39.912,75.99,3.65,4270369.891,0.9065,901.4,19015.41,62.96,62.01
2024-10-02,62.6,2239828.0,74.67,116.0,38.617,75.99,3.65,4270369.891,0.9053,910.36,19164.75,65.04,62.54
2024-10-01,63.61,3072999.1,74.46,117.9,39.273,75.99,3.65,4270369.891,0.9034,923.34,19213.14,65.23,62.75
2024-09-30,65.56,1691448.0,71.7,118.75,39.044,75.99,3.65,4270369.891,0.8981,935.48,19324.93,66.97,65.13
2024-09-29,66.33,1417472.1,71.54,114.81,38.114,75.99,3.65,4270369.891,0.8957,938.83,19473.63,66.46,65.28
2024-09-28,66.33,1417472.1,71.54,114.81,38.114,75.99,3.65,4270369.891,0.8957,938.83,19473.63,66.46,65.28
2024-09-27,66.33,1417472.1,71.54,114.81,38.114,75.99,3.65,4270369.891,0.8957,938.83,19473.63,66.46,65.28
2024-09-26,66.52,2068772.0,71.09,114.85,37.89,75.99,3.65,4270369.891,0.8947,930.01,19238.36,66.75,64.34
2024-09-25,65.24,2213593.2,72.9,114.95,37.319,75.99,3.65,4270369.891,0.8981,918.87,18918.5,65.59,63.65
2024-09-24,63.87,1964641.2,74.47,114.25,35.413,75.99,3.65,4270369.891,0.8944,925.48,18996.63,64.93,63.53
2024-09-23,64.1,1742238.0,73.9,114.65,36.211,75.99,3.65,4270369.891,0.8998,922.31,18846.79,64.72,63.34
2024-09-22,63.39,1547349.9,74.49,113.9,34.444,75.99,3.65,4270369.891,0.8958,916.76,18720.01,64.15,62.88
2024-09-21,63.39,1547349.9,74.49,113.9,34.444,75.99,3.65,4270369.891,0.8958,916.76,18720.01,64.15,62.88
2024-09-20,63.39,1547349.9,74.49,113.9,34.444,75.99,3.65,4270369.891,0.8958,916.76,18720.01,64.15,62.88
2024-09-19,62.82,3103308.0,74.88,113.75,33.083,75.99,3.65,4270369.891,0.8959,922.29,19002.38,65.42,62.39
2024-09-18,63.7,1437709.0,73.65,114.0,35.245,75.99,3.65,4270369.891,0.8994,929.09,18711.49,64.88,63.21
2024-09-17,64.34,2150886.2,73.7,114.15,35.547,75.99,4.25,4270369.891,0.8998,931.82,18726.08,65.16,62.45
2024-09-16,64.99,1686490.5,72.75,112.8,34.081,75.99,4.25,4270369.891,0.8982,923.45,18633.11,64.97,63.15
2024-09-15,64.99,1686490.5,71.61,114.0,35.648,75.99,4.25,4270369.891,0.9028,919.19,18699.4,65.94,64.6
2024-09-14,64.99,1686490.5,71.61,114.0,35.648,75.99,4.25,4270369.891,0.9028,919.19,18699.4,65.94,64.6
2024-09-13,64.99,1686490.5,71.61,114.0,35.648,75.99,4.25,4270369.891,0.9028,919.19,18699.4,65.94,64.6
2024-09-12,65.45,1573418.0,71.97,113.15,35.191,75.99,4.25,4270369.891,0.9029,905.16,18518.39,66.43,65.11
2024-09-11,66.4,2087616.0,70.61,113.9,36.142,75.99,4.25,4270369.891,0.9079,908.56,18330.27,66.53,64.71
2024-09-10,64.92,2238441.6,69.19,113.8,35.282,75.99,4.25,4270369.891,0.9074,883.84,18265.92,67.18,64.76
2024-09-09,66.52,1629074.8,71.84,114.6,37.333,75.99,4.25,4270369.891,0.9062,882.54,18443.56,67.45,66.06
2024-09-08,66.5,2220435.0,71.06,114.65,36.479,75.99,4.25,4270369.891,0.902,891.61,18301.9,67.74,66.04
2024-09-07,66.5,2220435.0,71.06,114.65,36.479,75.99,4.25,4270369.891,0.902,891.61,18301.9,67.74,66.04
2024-09-06,66.5,2220435.0,71.06,114.65,36.479,75.99,4.25,4270369.891,0.902,891.61,18301.9,67.74,66.04
2024-09-05,66.2,2221672.0,72.69,114.3,36.195,75.99,4.25,4270369.891,0.9,901.32,18576.5,67.68,65.95
2024-09-04,67.0,1878680.0,72.7,114.65,35.798,75.99,4.25,4270369.891,0.9023,899.74,18591.85,68.47,66.75
2024-09-03,68.16,2351520.0,73.75,116.05,37.193,75.99,4.25,4270369.891,0.9055,891.01,18747.11,70.44,68.1
2024-09-02,70.43,1726943.6,77.52,121.68,38.58,75.99,4.25,4270369.891,0.9031,908.6,18930.85,70.99,69.56
2024-09-01,70.3,1445368.0,78.8,121.68,39.823,75.99,4.25,4270369.891,0.9051,910.28,18906.92,71.45,69.96
2024-08-31,70.3,1445368.0,78.8,121.68,39.823,75.99,4.25,4270369.891,0.9051,910.28,18906.92,71.45,69.96
2024-08-30,70.3,1445368.0,78.8,121.68,39.823,75.99,4.25,4270369.891,0.9051,910.28,18906.92,71.45,69.96
2024-08-29,71.06,1469520.8,79.94,121.4,38.601,75.99,4.25,4270369.891,0.9027,906.02,18912.57,71.23,70.08
2024-08-28,70.77,1604355.9,78.65,121.4,38.52,75.99,4.25,4270369.891,0.8992,912.33,18782.29,72.21,70.35
2024-08-27,71.49,1488421.8,79.55,121.0,38.689,75.99,4.25,4270369.891,0.8941,915.7,18681.81,71.93,70.24
2024-08-26,70.49,1213837.8,81.43,121.15,37.656,75.99,4.25,4270369.891,0.8959,918.8,18617.02,71.75,70.07
2024-08-25,71.13,1185025.8,79.02,121.15,36.863,75.99,4.25,4270369.891,0.8934,918.82,18633.1,72.37,70.62
2024-08-24,71.13,1185025.8,79.02,121.15,36.863,75.99,4.25,4270369.891,0.8934,918.82,18633.1,72.37,70.62
2024-08-23,71.13,1185025.8,79.02,121.15,36.863,75.99,4.25,4270369.891,0.8934,918.82,18633.1,72.37,70.62
2024-08-22,71.57,1581697.0,77.22,120.85,36.587,75.99,4.25,4270369.891,0.8998,897.71,18493.39,72.64,71.17
2024-08-21,72.14,1446407.0,76.05,120.25,37.01,75.99,4.25,4270369.891,0.8968,906.34,18448.95,73.83,71.68
2024-08-20,73.07,2192100.0,77.2,121.5,37.957,75.99,4.25,4270369.891,0.8984,905.74,18357.52,74.75,72.65
2024-08-19,73.14,1488399.0,77.66,122.4,39.845,75.99,4.25,4270369.891,0.902,916.19,18421.69,73.8,72.01
2024-08-18,72.52,1063143.2,79.68,122.4,39.644,75.99,4.25,4270369.891,0.9067,901.52,18322.4,72.98,71.5
2024-08-17,72.52,1063143.2,79.68,122.4,39.644,75.99,4.25,4270369.891,0.9067,901.52,18322.4,72.98,71.5
2024-08-16,72.52,1063143.2,79.68,122.4,39.644,75.99,4.25,4270369.891,0.9067,901.52,18322.4,72.98,71.5
2024-08-15,72.11,1621753.9,81.04,122.5,39.601,75.99,4.25,4270369.891,0.9113,901.96,18183.24,72.23,70.48
2024-08-14,71.87,1131952.5,79.76,121.9,38.967,75.99,4.25,4270369.891,0.908,899.38,17885.6,72.44,71.26
2024-08-13,71.29,1837856.2,80.69,120.75,39.48,75.99,4.25,4270369.891,0.9096,898.67,17812.05,73.06,71.14
2024-08-12,72.65,2852239.0,82.3,122.9,39.658,75.99,4.25,4270369.891,0.9147,883.49,17726.47,74.13,69.46
2024-08-11,70.14,1424543.4,79.66,122.0,40.396,75.99,4.25,4270369.891,0.916,883.68,17722.88,71.86,69.61
2024-08-10,70.14,1424543.4,79.66,122.0,40.396,75.99,4.25,4270369.891,0.916,883.68,17722.88,71.86,69.61
2024-08-09,70.14,1424543.4,79.66,122.0,40.396,75.99,4.25,4270369.891,0.916,883.68,17722.88,71.86,69.61
2024-08-08,71.06,1801371.0,79.16,121.5,40.095,75.99,4.25,4270369.891,0.9158,884.18,17680.4,71.73,69.72
2024-08-07,70.57,1658395.0,78.33,121.15,38.451,75.99,4.25,4270369.891,0.9155,878.11,17615.15,71.43,69.1
2024-08-06,69.92,1262056.0,76.48,120.85,36.676,75.99,4.25,4270369.891,0.9147,866.74,17354.32,70.39,69.07
2024-08-05,68.86,1587223.0,76.3,119.55,35.498,75.99,4.25,4270369.891,0.9128,862.23,17339,69.75,67.86
2024-08-04,70.44,1637025.6,76.81,121.4,36.649,75.99,4.25,4270369.891,0.9164,889.33,17661.22,71.31,69.45
2024-08-03,70.44,1637025.6,76.81,121.4,36.649,75.99,4.25,4270369.891,0.9164,889.33,17661.22,71.31,69.45
2024-08-02,70.44,1637025.6,76.81,121.4,36.649,75.99,4.25,4270369.891,0.9164,889.33,17661.22,71.31,69.45
2024-08-01,71.17,2076740.6,79.52,120.6,36.969,75.99,4.25,4270369.891,0.9266,895.39,18083.05,71.5,68.83
2024-07-31,69.24,1411111.2,80.72,116.65,35.868,75.99,4.25,4270369.891,0.9237,900.34,18508.65,69.44,68.04
2024-07-30,68.58,1416862.8,78.63,116.4,34.361,75.99,4.25,4270369.891,0.9246,887.5,18411.18,69.29,67.47
2024-07-29,68.78,1105982.4,79.78,115.45,33.873,75.99,4.25,4270369.891,0.924,893.06,18320.67,68.9,67.2
2024-07-28,67.71,858562.8,81.13,106.37,32.475,75.99,4.25,4270369.891,0.9208,899.11,18417.55,68.15,66.79
2024-07-27,67.71,858562.8,81.13,106.37,32.475,75.99,4.25,4270369.891,0.9208,899.11,18417.55,68.15,66.79
2024-07-26,67.71,858562.8,81.13,106.37,32.475,75.99,4.25,4270369.891,0.9208,899.11,18417.55,68.15,66.79
2024-07-25,67.08,1418742.0,82.37,106.25,31.779,75.99,4.25,4270369.891,0.9218,890.12,18298.72,68.91,66.65
2024-07-24,68.9,1807247.0,81.71,106.15,32.621,75.99,4.25,4270369.891,0.9223,890.31,18387.46,69.02,65.55
2024-07-23,65.79,1261194.3,81.01,105.25,31.622,75.99,4.25,4270369.891,0.9212,878.09,18557.7,66.22,64.26
2024-07-22,64.79,1648257.6,82.4,105.0,31.839,75.99,4.25,4270369.891,0.9179,881.21,18407.07,66.73,64.25
2024-07-21,66.0,1020360.0,82.63,105.15,32.17,75.99,4.25,4270369.891,0.919,877.24,18171.93,67.49,65.73
2024-07-20,66.0,1020360.0,82.63,105.15,32.17,75.99,4.25,4270369.891,0.919,877.24,18171.93,67.49,65.73
2024-07-19,66.0,1020360.0,82.63,105.15,32.17,75.99,4.25,4270369.891,0.919,877.24,18171.93,67.49,65.73
2024-07-18,66.11,1185352.3,85.11,105.15,32.674,75.99,4.25,4270369.891,0.9178,882.56,18354.76,66.98,66.01
2024-07-17,66.42,1306481.4,85.08,104.4,31.893,75.99,4.25,4270369.891,0.914,883.18,18437.3,68.13,66.41
2024-07-16,67.94,1244660.8,83.73,106.5,32.797,75.99,4.25,4270369.891,0.9173,894.48,18518.03,68.27,67.16
2024-07-15,67.58,1490139.0,84.85,106.1,31.371,75.99,4.25,4270369.891,0.9179,887.32,18590.89,69.58,67.1
2024-07-14,69.35,1261476.5,85.03,103.75,31.719,75.99,4.25,4270369.891,0.9167,918.28,18748.18,69.52,67.69
2024-07-13,69.35,1261476.5,85.03,103.75,31.719,75.99,4.25,4270369.891,0.9167,918.28,18748.18,69.52,67.69
2024-07-12,69.35,1261476.5,85.03,103.75,31.719,75.99,4.25,4270369.891,0.9167,918.28,18748.18,69.52,67.69
2024-07-11,68.52,1129209.6,85.4,102.15,31.112,75.99,4.25,4270369.891,0.92,906.92,18534.56,68.83,67.6
2024-07-10,67.96,1074447.6,85.08,101.5,30.784,75.99,4.25,4270369.891,0.9233,883.01,18407.22,69.4,67.86
2024-07-09,68.52,1145654.4,84.66,102.85,31.335,75.99,4.25,4270369.891,0.9246,874.1,18236.19,69.19,68.18
2024-07-08,69.04,1727380.8,85.75,104.5,32.286,75.99,4.25,4270369.891,0.9237,874.23,18472.05,71.85,68.8
2024-07-07,70.35,888520.5,86.54,104.45,33.067,75.99,4.25,4270369.891,0.9225,869.45,18475.45,71.15,69.94
2024-07-06,70.35,888520.5,86.54,104.45,33.067,75.99,4.25,4270369.891,0.9225,869.45,18475.45,71.15,69.94
2024-07-05,70.35,888520.5,86.54,104.45,33.067,75.99,4.25,4270369.891,0.9225,869.45,18475.45,71.15,69.94
2024-07-04,70.18,1341139.8,87.43,103.6,33.246,75.99,4.25,4270369.891,0.9249,871.26,18450.48,71.16,69.83
2024-07-03,70.91,1777713.7,87.34,103.6,32.691,75.99,4.25,4270369.891,0.927,868.29,18374.53,71.95,70.0
2024-07-02,70.93,1916528.6,86.24,103.25,33.685,75.99,4.25,4270369.891,0.9305,847.6,18164.06,71.03,67.52
2024-07-01,68.33,1346784.3,86.6,103.7,33.485,75.99,4.25,4270369.891,0.9309,853.86,18290.66,69.68,67.13
2024-06-30,67.36,1485961.6,86.41,109.66,34.48,71.76,4.25,4270369.891,0.9331,856.86,18235.45,68.4,65.79
2024-06-29,67.36,1485961.6,86.41,109.66,34.48,71.76,4.25,4270369.891,0.9331,856.86,18235.45,68.4,65.79
2024-06-28,67.36,1485961.6,86.41,109.66,34.48,71.76,4.25,4270369.891,0.9331,856.86,18235.45,68.4,65.79
2024-06-27,66.49,1296555.0,86.39,108.5,34.565,71.76,4.25,4270369.891,0.9341,879.15,18210.55,67.78,66.42
2024-06-26,67.23,1534860.9,85.25,108.65,33.824,71.76,4.25,4270369.891,0.9362,877.84,18155.24,69.09,66.8
2024-06-25,67.8,1393968.0,85.01,108.9,34.853,71.76,4.25,4270369.891,0.9332,885.66,18177.62,68.07,66.85
2024-06-24,67.56,1741696.8,86.01,109.0,34.08,71.76,4.25,4270369.891,0.9316,899.85,18325.58,68.27,67.01
2024-06-23,68.05,1283423.0,85.24,109.4,33.936,71.76,4.25,4270369.891,0.935,893.14,18163.52,69.51,67.94
2024-06-22,68.05,1283423.0,85.24,109.4,33.936,71.76,4.25,4270369.891,0.935,893.14,18163.52,69.51,67.94
2024-06-21,68.05,1283423.0,85.24,109.4,33.936,71.76,4.25,4270369.891,0.935,893.14,18163.52,69.51,67.94
2024-06-20,69.19,1459217.1,85.71,110.65,34.464,71.76,4.25,4270369.891,0.9342,895.73,18254.18,71.59,69.07
2024-06-19,70.74,1474221.6,85.07,109.15,35.338,71.76,4.25,4270369.891,0.9305,903.58,18067.91,70.81,68.5
2024-06-18,68.38,1712919.0,85.33,109.15,34.7,71.76,4.25,4270369.891,0.9309,906.13,18131.97,69.25,67.72
2024-06-17,68.16,1551321.6,84.25,109.0,34.21,71.76,4.25,4270369.891,0.9315,904.54,18068.21,69.21,67.63
2024-06-16,68.53,2238875.1,82.08,109.8,35.36,71.76,4.25,4270369.891,0.9342,921.51,18002.02,71.09,68.18
2024-06-15,68.53,2238875.1,82.08,109.8,35.36,71.76,4.25,4270369.891,0.9342,921.51,18002.02,71.09,68.18
2024-06-14,68.53,2238875.1,82.08,109.8,35.36,71.76,4.25,4270369.891,0.9342,921.51,18002.02,71.09,68.18
2024-06-13,70.87,1340860.4,82.3,110.3,35.724,71.76,4.25,4270369.891,0.9312,941.38,18265.68,71.99,70.3
2024-06-12,70.3,1435526.0,82.15,109.65,35.294,71.76,4.25,4270369.891,0.925,955.46,18630.86,71.75,69.97
2024-06-11,70.41,1608868.5,81.54,108.8,34.285,71.76,4.5,4270369.891,0.931,942.95,18369.94,72.17,69.87
2024-06-10,70.91,1937261.2,81.23,109.55,34.258,71.76,4.5,4270369.891,0.9288,937.12,18494.89,71.2,69.29
2024-06-09,71.42,1049874.0,79.34,108.65,33.109,71.76,4.5,4270369.891,0.9256,929.79,18557.27,71.88,71.02
2024-06-08,71.42,1049874.0,79.34,108.65,33.109,71.76,4.5,4270369.891,0.9256,929.79,18557.27,71.88,71.02
2024-06-07,71.42,1049874.0,79.34,108.65,33.109,71.76,4.5,4270369.891,0.9256,929.79,18557.27,71.88,71.02
2024-06-06,71.53,1376952.5,79.5,109.65,33.686,71.76,4.5,4270369.891,0.9181,947.61,18652.67,72.98,71.25
2024-06-05,72.0,1804320.0,78.04,111.4,33.355,71.76,4.5,4270369.891,0.9199,953.6,18575.94,73.26,70.96
2024-06-04,72.58,2158529.2,77.27,116.5,33.797,71.76,4.5,4270369.891,0.9189,947.7,18405.64,74.71,72.27
2024-06-03,74.63,2202331.3,78.22,118.95,36.014,71.76,4.5,4270369.891,0.9169,957.57,18608.16,77.8,74.25
2024-06-02,74.07,1408070.7,81.62,106.04,34.223,71.76,4.5,4270369.891,0.9221,950.79,18497.94,76.42,73.85
2024-06-01,74.07,1408070.7,81.62,106.04,34.223,71.76,4.5,4270369.891,0.9221,950.79,18497.94,76.42,73.85
2024-05-31,74.07,1408070.7,81.62,106.04,34.223,71.76,4.5,4270369.891,0.9221,950.79,18497.94,76.42,73.85
2024-05-30,75.2,1446096.0,81.86,105.5,35.192,71.76,4.5,4270369.891,0.923,952.41,18496.79,75.84,73.37
2024-05-29,73.95,1574395.5,83.6,105.5,33.879,71.76,4.5,4270369.891,0.9256,942.82,18473.29,75.6,72.95
2024-05-28,74.6,1518110.0,84.22,105.5,33.534,71.76,4.5,4270369.891,0.9209,960.97,18677.87,76.24,74.15
2024-05-27,76.51,893636.8,83.1,105.4,35.243,71.76,4.5,4270369.891,0.9209,956.74,18774.71,76.99,75.58
2024-05-26,75.78,1584559.8,82.12,105.4,34.115,71.76,4.5,4270369.891,0.9217,947.17,18693.37,76.7,73.9
2024-05-25,75.78,1584559.8,82.12,105.4,34.115,71.76,4.5,4270369.891,0.9217,947.17,18693.37,76.7,73.9
2024-05-24,75.78,1584559.8,82.12,105.4,34.115,71.76,4.5,4270369.891,0.9217,947.17,18693.37,76.7,73.9
2024-05-23,76.1,2164284.0,81.36,105.65,35.228,71.76,4.5,4270369.891,0.9246,928.6,18691.32,78.1,75.52
2024-05-22,76.67,2004153.8,81.9,105.25,34.389,71.76,4.5,4270369.891,0.9238,939.22,18680.2,77.5,75.5
2024-05-21,76.2,2101596.0,82.88,106.5,33.004,71.76,4.5,4270369.891,0.9212,908.53,18726.76,76.64,73.05
2024-05-20,74.24,2138112.0,83.71,106.25,31.768,71.76,4.5,4270369.891,0.9209,900.54,18768.96,74.9,71.0
2024-05-19,70.52,1368088.0,83.98,105.0,30.769,71.76,4.5,4270369.891,0.9196,901.75,18704.42,71.52,69.6
2024-05-18,70.52,1368088.0,83.98,105.0,30.769,71.76,4.5,4270369.891,0.9196,901.75,18704.42,71.52,69.6
2024-05-17,70.52,1368088.0,83.98,105.0,30.769,71.76,4.5,4270369.891,0.9196,901.75,18704.42,71.52,69.6
2024-05-16,70.79,1375449.7,83.27,106.4,30.248,71.76,4.5,4270369.891,0.92,908.34,18738.81,71.27,68.88
2024-05-15,69.19,1529790.9,82.75,105.5,29.734,71.76,4.5,4270369.891,0.9186,906.5,18869.36,71.83,69.09
2024-05-14,70.1,1080241.0,82.38,105.25,29.669,71.76,4.5,4270369.891,0.924,896.45,18716.42,71.32,69.02
2024-05-13,70.07,1750348.6,83.36,105.75,29.578,71.76,4.5,4270369.891,0.9267,884.15,18742.22,71.49,68.75
2024-05-12,71.59,1589298.0,82.79,106.9,30.029,71.76,4.5,4270369.891,0.9282,882.29,18772.85,75.5,71.28
2024-05-11,71.59,1589298.0,82.79,106.9,30.029,71.76,4.5,4270369.891,0.9282,882.29,18772.85,75.5,71.28
2024-05-10,71.59,1589298.0,82.79,106.9,30.029,71.76,4.5,4270369.891,0.9282,882.29,18772.85,75.5,71.28
2024-05-09,73.62,1077796.8,83.88,107.25,30.865,71.76,4.5,4270369.891,0.9274,884.76,18686.6,74.08,71.13
2024-05-08,71.92,1575048.0,83.58,106.3,30.609,71.76,4.5,4270369.891,0.9302,882.67,18498.38,72.7,69.61
2024-05-07,70.85,2207686.0,83.16,108.75,31.067,71.76,4.5,4270369.891,0.9296,889.57,18430.05,74.3,70.57
2024-05-06,73.67,1344477.5,83.33,107.0,31.801,71.76,4.5,4270369.891,0.9285,884.05,18175.21,74.49,71.52
2024-05-05,71.84,1864966.4,82.96,107.0,30.528,71.76,4.5,4270369.891,0.9292,882.46,17993.69,74.55,71.45
2024-05-04,71.84,1864966.4,82.96,107.0,30.528,71.76,4.5,4270369.891,0.9292,882.46,17993.69,74.55,71.45
2024-05-03,71.84,1864966.4,82.96,107.0,30.528,71.76,4.5,4270369.891,0.9292,882.46,17993.69,74.55,71.45
2024-05-02,72.69,2780392.5,83.67,107.75,30.913,71.76,4.5,4270369.891,0.9321,858.91,17896.5,73.18,67.25
2024-05-01,67.91,832576.6,83.44,105.5,28.73,71.76,4.5,4270369.891,0.9334,845.69,17932.17,69.26,67.35
2024-04-30,69.2,1815808.0,87.86,103.15,29.118,71.76,4.5,4270369.891,0.9374,847.38,17932.17,69.6,65.38
2024-04-29,65.8,1212036.0,88.4,101.35,27.994,71.76,4.5,4270369.891,0.9326,857.29,18118.32,67.35,65.01
2024-04-28,67.51,1271888.4,89.5,118.78,28.886,71.76,4.5,4270369.891,0.9349,844.55,18161.01,69.2,66.57
2024-04-27,67.51,1271888.4,89.5,118.78,28.886,71.76,4.5,4270369.891,0.9349,844.55,18161.01,69.2,66.57
2024-04-26,67.51,1271888.4,89.5,118.78,28.886,71.76,4.5,4270369.891,0.9349,844.55,18161.01,69.2,66.57
2024-04-25,68.41,1853226.9,89.01,118.65,29.771,71.76,4.5,4270369.891,0.932,834.22,17917.28,69.92,66.54
2024-04-24,66.85,1519500.5,88.02,118.35,29.018,71.76,4.5,4270369.891,0.9345,840.56,18088.7,67.45,64.8
2024-04-23,66.38,1518774.4,88.42,119.0,28.417,71.76,4.5,4270369.891,0.9343,847.85,18137.65,67.21,65.34
2024-04-22,66.4,1704488.0,87.0,119.15,29.31,71.76,4.5,4270369.891,0.9384,838.7,17860.8,68.19,66.02
2024-04-21,68.52,1945968.0,87.29,119.9,30.758,71.76,4.5,4270369.891,0.9384,832.52,17737.36,73.3,68.13
2024-04-20,68.52,1945968.0,87.29,119.9,30.758,71.76,4.5,4270369.891,0.9384,832.52,17737.36,73.3,68.13
2024-04-19,68.52,1945968.0,87.29,119.9,30.758,71.76,4.5,4270369.891,0.9384,832.52,17737.36,73.3,68.13
2024-04-18,71.55,2241661.5,87.11,120.4,32.309,71.76,4.5,4270369.891,0.9394,839.33,17837.4,72.22,68.15
2024-04-17,70.33,2664100.4,87.29,120.15,31.289,71.76,4.5,4270369.891,0.9368,841.01,17770.02,74.48,69.24
2024-04-16,74.25,2719777.5,90.02,121.65,33.139,71.76,4.5,4270369.891,0.9415,837.02,17766.23,74.9,69.87
2024-04-15,70.16,2071123.2,90.1,120.7,31.143,71.76,4.5,4270369.891,0.9411,850.46,18026.58,71.64,69.12
2024-04-14,71.64,3316215.6,90.45,122.0,30.732,71.76,4.5,4270369.891,0.9393,870.15,17930.32,71.81,68.07
2024-04-13,71.64,3316215.6,90.45,122.0,30.732,71.76,4.5,4270369.891,0.9393,870.15,17930.32,71.81,68.07
2024-04-12,71.64,3316215.6,90.45,122.0,30.732,71.76,4.5,4270369.891,0.9393,870.15,17930.32,71.81,68.07
2024-04-11,68.83,3294203.8,89.74,120.75,29.377,71.76,4.5,4270369.891,0.9321,885.68,17954.48,68.92,62.81
2024-04-10,62.85,1605817.5,90.48,118.25,27.1,71.76,4.5,4270369.891,0.9308,886.49,18097.3,65.07,62.3
2024-04-09,63.96,1780646.4,89.42,117.9,27.351,71.76,4.5,4270369.891,0.9209,901.91,18076.69,64.64,62.53
2024-04-08,63.39,2029113.9,90.38,118.0,27.908,71.76,4.5,4270369.891,0.9207,882.74,18318.97,63.77,59.69
2024-04-07,61.01,1547823.7,91.17,117.95,26.606,71.76,4.5,4270369.891,0.9226,873.91,18175.04,61.15,58.26
2024-04-06,61.01,1547823.7,91.17,117.95,26.606,71.76,4.5,4270369.891,0.9226,873.91,18175.04,61.15,58.26
2024-04-05,61.01,1547823.7,91.17,117.95,26.606,71.76,4.5,4270369.891,0.9226,873.91,18175.04,61.15,58.26
2024-04-04,58.39,1299761.4,90.65,116.25,26.206,71.76,4.5,4270369.891,0.9226,888.05,18403.13,59.24,57.1
2024-04-03,57.55,1331707.0,89.35,118.9,25.563,71.76,4.5,4270369.891,0.9228,882.04,18367.72,59.43,56.91
2024-04-02,58.9,1627996.0,88.92,121.65,26.203,71.76,4.5,4270369.891,0.9284,877.48,18283.13,61.5,58.56
2024-04-01,62.61,1396829.1,87.42,119.75,27.34,71.76,4.5,4270369.891,0.9308,891.88,18492.49,62.89,61.32
2024-03-31,62.61,1396829.1,87.48,114.44,27.34,67.67,4.5,4257597.1,0.9264,892.99,18492.49,62.89,61.32
2024-03-30,62.61,1396829.1,87.48,114.44,27.34,67.67,4.5,4257597.1,0.9264,892.99,18492.49,62.89,61.32
2024-03-29,62.61,1396829.1,87.48,114.44,27.34,67.67,4.5,4257597.1,0.9264,892.99,18492.49,62.89,61.32
2024-03-28,62.61,1396829.1,87.48,114.44,27.34,67.67,4.5,4257597.1,0.9267,892.72,18492.49,62.89,61.32
2024-03-27,62.61,1396829.1,86.09,114.05,27.687,67.67,4.5,4257597.1,0.9234,890.41,18477.09,63.31,61.08
