Date,EUA,Market_size,Oil,Coal,NG,Power,IR,GDP,USEU,S&P_clean,DAX,High_price,Low_price
2022-06-27,85.05,1332733.5,115.09,369.5,129.459,186.98,0.0,3959770.1,0.9447,1261.23,13186.07,85.74,83.0
2022-06-26,83.43,1221415.2,113.12,352.9,128.505,186.98,0.0,3959770.1,0.9471,1240.65,13118.13,84.5,83.01
2022-06-25,83.43,1221415.2,113.12,352.9,128.505,186.98,0.0,3959770.1,0.9471,1240.65,13118.13,84.5,83.01
2022-06-24,83.43,1221415.2,113.12,352.9,128.505,186.98,0.0,3959770.1,0.9471,1240.65,13118.13,84.5,83.01
2022-06-23,84.13,1414225.3,110.05,347.0,133.347,186.98,0.0,3959770.1,0.9498,1233.88,12912.59,84.25,81.55
2022-06-22,81.88,1741587.6,111.74,345.0,127.171,186.98,0.0,3959770.1,0.9463,1215.02,13144.28,84.83,81.2
2022-06-21,84.73,1186220.0,114.65,345.5,125.56,186.98,0.0,3959770.1,0.9498,1222.34,13292.4,85.43,83.54
2022-06-20,84.0,1199520.0,114.13,335.5,120.627,186.98,0.0,3959770.1,0.9512,1201.19,13265.6,85.33,82.9
2022-06-19,82.37,1191893.9,113.12,335.5,117.738,186.98,0.0,3959770.1,0.9522,1187.51,13126.26,84.18,81.8
2022-06-18,82.37,1191893.9,113.12,335.5,117.738,186.98,0.0,3959770.1,0.9522,1187.51,13126.26,84.18,81.8
2022-06-17,82.37,1191893.9,113.12,335.5,117.738,186.98,0.0,3959770.1,0.9522,1187.51,13126.26,84.18,81.8
2022-06-16,83.0,1488190.0,119.81,331.35,124.364,186.98,0.0,3959770.1,0.9477,1150.39,13038.49,86.9,82.15
2022-06-15,86.2,1563668.0,118.51,328.0,120.332,186.98,0.0,3959770.1,0.9573,1188.85,13485.29,86.98,83.16
2022-06-14,84.15,1375011.0,121.17,324.0,97.04,186.98,0.0,3959770.1,0.9598,1165.89,13304.39,84.5,81.25
2022-06-13,81.54,1368241.2,122.27,317.5,83.402,186.98,0.0,3959770.1,0.9607,1183.85,13427.03,82.24,79.81
2022-06-12,81.86,1218895.4,122.01,317.5,82.464,186.98,0.0,3959770.1,0.9507,1256.48,13761.83,82.8,80.15
2022-06-11,81.86,1218895.4,122.01,317.5,82.464,186.98,0.0,3959770.1,0.9507,1256.48,13761.83,82.8,80.15
2022-06-10,81.86,1218895.4,122.01,317.5,82.464,186.98,0.0,3959770.1,0.9507,1256.48,13761.83,82.8,80.15
2022-06-09,81.01,1591036.4,123.07,321.65,84.88,186.98,0.0,3959770.1,0.9418,1281.05,14198.8,82.2,79.41
2022-06-08,79.81,2230689.5,123.58,324.5,79.407,186.98,0.0,3959770.1,0.933,1311.57,14445.99,81.98,79.1
2022-06-07,81.31,1501795.7,120.57,326.25,79.608,186.98,0.0,3959770.1,0.9343,1323.58,14556.62,82.93,80.63
2022-06-06,81.43,1336266.3,119.51,330.0,82.558,186.98,0.0,3959770.1,0.9349,1316.57,14653.81,87.21,81.23
2022-06-05,86.87,396995.9,119.72,323.5,83.101,186.98,0.0,3959770.1,0.9327,1289.05,14460.09,87.33,85.99
2022-06-04,86.87,396995.9,119.72,323.5,83.101,186.98,0.0,3959770.1,0.9327,1289.05,14460.09,87.33,85.99
2022-06-03,86.87,396995.9,119.72,323.5,83.101,186.98,0.0,3959770.1,0.9327,1289.05,14460.09,87.33,85.99
2022-06-02,86.34,719212.2,117.61,323.5,83.945,186.98,0.0,3959770.1,0.9302,1293.83,14485.17,88.64,85.62
2022-06-01,86.08,1148307.2,116.29,323.5,85.551,186.98,0.0,3959770.1,0.9388,1254.92,14340.47,87.64,83.81
2022-05-31,84.02,1053610.8,122.84,328.35,94.004,186.98,0.0,3959770.1,0.9314,1269.55,14388.35,85.0,83.5
2022-05-30,83.97,946341.9,121.67,328.15,87.987,186.98,0.0,3959770.1,0.9276,1281.74,14575.98,85.05,83.09
2022-05-29,84.2,1048290.0,119.43,328.15,86.875,186.98,0.0,3959770.1,0.9319,1272.96,14462.19,85.33,83.45
2022-05-28,84.2,1048290.0,119.43,328.15,86.875,186.98,0.0,3959770.1,0.9319,1272.96,14462.19,85.33,83.45
2022-05-27,84.2,1048290.0,119.43,328.15,86.875,186.98,0.0,3959770.1,0.9319,1272.96,14462.19,85.33,83.45
2022-05-26,84.76,2001183.6,117.4,330.5,85.971,186.98,0.0,3959770.1,0.9321,1244.46,14231.29,85.21,81.11
2022-05-25,81.4,1125762.0,114.03,330.0,88.078,186.98,0.0,3959770.1,0.936,1218.57,14007.93,82.63,80.29
2022-05-24,81.32,1612575.6,113.56,331.0,84.507,186.98,0.0,3959770.1,0.9314,1203.57,13919.75,82.66,77.38
2022-05-23,78.15,1520017.5,113.42,331.75,83.288,186.98,0.0,3959770.1,0.9352,1220.14,14175.4,82.67,77.8
2022-05-22,80.39,1527410.0,112.55,335.0,87.902,186.98,0.0,3959770.1,0.9466,1203.31,13981.91,84.2,80.16
2022-05-21,80.39,1527410.0,112.55,335.0,87.902,186.98,0.0,3959770.1,0.9466,1203.31,13981.91,84.2,80.16
2022-05-20,80.39,1527410.0,112.55,335.0,87.902,186.98,0.0,3959770.1,0.9466,1203.31,13981.91,84.2,80.16
2022-05-19,83.18,2387266.0,112.04,332.0,91.024,186.98,0.0,3959770.1,0.9442,1195.59,13882.3,85.55,80.16
2022-05-18,84.64,2722022.4,109.11,329.0,94.538,186.98,0.0,3959770.1,0.9551,1163.26,14007.76,90.0,82.77
2022-05-17,91.72,1824310.8,111.93,329.5,94.175,186.98,0.0,3959770.1,0.9478,1157.31,14185.94,92.75,89.61
2022-05-16,89.56,1342504.4,114.24,325.15,92.86,186.98,0.0,3959770.1,0.9583,1111.44,13964.38,90.35,87.63
2022-05-15,88.48,1229872.0,111.55,318.35,96.881,186.98,0.0,3959770.1,0.9602,1118.35,14027.93,90.5,87.6
2022-05-14,88.48,1229872.0,111.55,318.35,96.881,186.98,0.0,3959770.1,0.9602,1118.35,14027.93,90.5,87.6
2022-05-13,88.48,1229872.0,111.55,318.35,96.881,186.98,0.0,3959770.1,0.9602,1118.35,14027.93,90.5,87.6
2022-05-12,88.26,2007032.4,107.45,325.35,106.701,186.98,0.0,3959770.1,0.9633,1071.44,13739.64,89.05,86.71
2022-05-11,88.83,2693325.6,107.51,318.5,94.012,186.98,0.0,3959770.1,0.951,1088.4,13828.64,90.04,81.9
2022-05-10,87.34,1779115.8,102.46,313.0,98.801,186.98,0.0,3959770.1,0.9496,1111.29,13534.74,88.69,85.75
2022-05-09,87.02,2601898.0,105.94,310.85,93.787,186.98,0.0,3959770.1,0.9471,1115.72,13380.67,92.22,86.52
2022-05-08,91.54,2156682.4,112.39,319.0,101.708,186.98,0.0,3959770.1,0.9474,1186.12,13674.29,92.45,88.4
2022-05-07,91.54,2156682.4,112.39,319.0,101.708,186.98,0.0,3959770.1,0.9474,1186.12,13674.29,92.45,88.4
2022-05-06,91.54,2156682.4,112.39,319.0,101.708,186.98,0.0,3959770.1,0.9474,1186.12,13674.29,92.45,88.4
2022-05-05,88.91,2483256.3,110.9,320.0,106.508,186.98,0.0,3959770.1,0.9484,1222.7,13902.52,91.99,86.82
2022-05-04,88.31,2159179.5,110.14,311.65,103.821,186.98,0.0,3959770.1,0.9412,1260.2,13970.82,89.32,85.97
2022-05-03,88.19,2075110.7,104.97,283.0,99.426,186.98,0.0,3959770.1,0.9502,1220.54,14039.47,89.06,82.72
2022-05-02,83.04,900153.6,107.58,259.15,97.051,186.98,0.0,3959770.1,0.9518,1199.94,13939.07,84.9,82.44
2022-05-01,84.45,1357111.5,109.34,319.25,99.45,186.98,0.0,3959770.1,0.9483,1209.35,14097.88,85.84,82.29
2022-04-30,84.45,1357111.5,109.34,319.25,99.45,186.98,0.0,3959770.1,0.9483,1209.35,14097.88,85.84,82.29
2022-04-29,84.45,1357111.5,109.34,319.25,99.45,186.98,0.0,3959770.1,0.9483,1209.35,14097.88,85.84,82.29
2022-04-28,82.68,1672616.4,107.59,322.65,100.142,186.98,0.0,3959770.1,0.9522,1215.97,13979.84,83.67,79.9
2022-04-27,81.01,1806523.0,105.32,324.35,107.427,186.98,0.0,3959770.1,0.9471,1213.19,13793.94,81.94,78.8
2022-04-26,82.71,1889923.5,104.99,324.65,103.208,186.98,0.0,3959770.1,0.9399,1204.81,13756.4,85.25,81.95
2022-04-25,83.46,2006378.4,102.32,325.5,92.837,186.98,0.0,3959770.1,0.9333,1231.88,13924.17,88.32,82.3
2022-04-24,88.99,1987146.7,106.65,326.75,94.875,186.98,0.0,3959770.1,0.9263,1240.49,14142.09,89.89,85.75
2022-04-23,88.99,1987146.7,106.65,326.75,94.875,186.98,0.0,3959770.1,0.9263,1240.49,14142.09,89.89,85.75
2022-04-22,88.99,1987146.7,106.65,326.75,94.875,186.98,0.0,3959770.1,0.9263,1240.49,14142.09,89.89,85.75
2022-04-21,86.44,1274990.0,108.33,326.6,100.061,186.98,0.0,3959770.1,0.9225,1266.9,14502.41,87.69,85.58
2022-04-20,87.82,2683779.2,106.8,327.65,94.231,186.98,0.0,3959770.1,0.9212,1325.14,14362.03,88.5,79.79
2022-04-19,80.2,1474076.0,107.25,322.35,93.768,186.98,0.0,3959770.1,0.9268,1339.19,14153.46,80.95,79.52
2022-04-18,79.97,1221941.6,113.16,321.35,95.62,186.98,0.0,3959770.1,0.9273,1322.35,14163.85,80.25,77.38
2022-04-17,79.97,1221941.6,111.7,321.35,95.62,186.98,0.0,3959770.1,0.9251,1327.1,14163.85,80.25,77.38
2022-04-16,79.97,1221941.6,111.7,321.35,95.62,186.98,0.0,3959770.1,0.9251,1327.1,14163.85,80.25,77.38
2022-04-15,79.97,1221941.6,111.7,321.35,95.62,186.98,0.0,3959770.1,0.9251,1327.1,14163.85,80.25,77.38
2022-04-14,79.97,1221941.6,111.7,321.35,95.62,186.98,0.0,3959770.1,0.9233,1327.17,14163.85,80.25,77.38
2022-04-13,77.44,1176313.6,108.78,321.35,105.324,186.98,0.0,3959770.1,0.9184,1337.71,14076.44,79.17,77.23
2022-04-12,79.01,1266530.3,104.64,319.65,102.219,186.98,0.0,3959770.1,0.9234,1330.09,14124.95,79.29,76.85
2022-04-11,77.95,1264349.0,98.48,300.0,100.137,186.98,0.0,3959770.1,0.9188,1343.05,14192.78,80.16,77.55
2022-04-10,80.09,1115653.7,102.78,292.65,103.882,186.98,0.0,3959770.1,0.9191,1358.77,14283.67,80.98,79.51
2022-04-09,80.09,1115653.7,102.78,292.65,103.882,186.98,0.0,3959770.1,0.9191,1358.77,14283.67,80.98,79.51
2022-04-08,80.09,1115653.7,102.78,292.65,103.882,186.98,0.0,3959770.1,0.9191,1358.77,14283.67,80.98,79.51
2022-04-07,79.94,1558830.0,100.58,282.4,104.564,186.98,0.0,3959770.1,0.9191,1372.51,14078.15,80.4,76.34
2022-04-06,77.18,1523533.2,101.07,291.35,106.791,186.98,0.0,3959770.1,0.9176,1386.44,14151.69,79.56,76.71
2022-04-05,78.05,1397095.0,106.64,294.35,108.564,186.98,0.0,3959770.1,0.9168,1412.08,14424.36,78.94,77.44
2022-04-04,78.5,1225385.0,107.53,263.65,109.523,186.98,0.0,3959770.1,0.9112,1406.89,14518.16,79.4,77.14
2022-04-03,78.49,1327265.9,104.39,265.0,112.15,186.98,0.0,3959770.1,0.9044,1382.51,14446.48,79.88,76.34
2022-04-02,78.49,1327265.9,104.39,265.0,112.15,186.98,0.0,3959770.1,0.9044,1382.51,14446.48,79.88,76.34
2022-04-01,78.49,1327265.9,104.39,265.0,112.15,186.98,0.0,3959770.1,0.9044,1382.51,14446.48,79.88,76.34
2022-03-31,76.48,2727276.8,107.91,273.35,125.906,184.62,0.0,3771072.3,0.9034,1376.56,14414.75,80.5,75.35
2022-03-30,78.31,2957768.7,113.45,271.5,118.97,184.62,0.0,3771072.3,0.896,1369.35,14606.05,81.62,76.8
2022-03-29,81.7,2089886.0,110.23,268.5,108.381,184.62,0.0,3771072.3,0.9018,1364.9,14820.33,81.99,80.17
2022-03-28,80.81,1779436.2,112.48,270.0,102.545,184.62,0.0,3771072.3,0.9106,1342.99,14417.37,81.99,77.87
2022-03-27,78.6,1454100.0,120.65,325.25,101.269,184.62,0.0,3771072.3,0.9103,1339.0,14305.76,79.06,77.23
2022-03-26,78.6,1454100.0,120.65,325.25,101.269,184.62,0.0,3771072.3,0.9103,1339.0,14305.76,79.06,77.23
2022-03-25,78.6,1454100.0,120.65,325.25,101.269,184.62,0.0,3771072.3,0.9103,1339.0,14305.76,79.06,77.23
2022-03-24,78.24,1285483.2,119.03,325.0,111.608,184.62,0.0,3771072.3,0.9092,1353.14,14273.79,79.24,75.9
2022-03-23,76.6,2341662.0,121.6,326.0,117.001,184.62,0.0,3771072.3,0.9086,1341.86,14283.65,81.3,75.85
2022-03-22,80.67,1489974.9,115.48,323.0,98.747,184.62,0.0,3771072.3,0.9065,1356.67,14473.2,81.4,78.61
2022-03-21,78.39,1092756.6,115.62,315.0,96.302,184.62,0.0,3771072.3,0.9076,1340.52,14326.97,79.74,77.52
2022-03-20,78.89,1502065.6,107.93,330.0,105.044,184.62,0.0,3771072.3,0.9049,1348.91,14413.09,80.0,78.32
2022-03-19,78.89,1502065.6,107.93,330.0,105.044,184.62,0.0,3771072.3,0.9049,1348.91,14413.09,80.0,78.32
2022-03-18,78.89,1502065.6,107.93,330.0,105.044,184.62,0.0,3771072.3,0.9049,1348.91,14413.09,80.0,78.32
2022-03-17,79.89,1902979.8,106.64,310.0,105.088,184.62,0.0,3771072.3,0.9015,1343.52,14388.06,80.19,76.32
2022-03-16,78.16,1764071.2,98.02,310.0,102.623,184.62,0.0,3771072.3,0.9063,1316.64,14440.74,79.11,75.25
2022-03-15,77.43,1914843.9,99.91,341.0,115.439,184.62,0.0,3771072.3,0.9128,1284.83,13917.27,79.15,75.01
2022-03-14,78.28,1516283.6,106.9,356.0,114.522,184.62,0.0,3771072.3,0.914,1278.66,13929.11,81.5,75.81
2022-03-13,76.76,1709445.2,112.67,362.5,131.229,184.62,0.0,3771072.3,0.9163,1331.31,13628.11,78.0,73.71
2022-03-12,76.76,1709445.2,112.67,362.5,131.229,184.62,0.0,3771072.3,0.9163,1331.31,13628.11,78.0,73.71
2022-03-11,76.76,1709445.2,112.67,362.5,131.229,184.62,0.0,3771072.3,0.9163,1331.31,13628.11,78.0,73.71
2022-03-10,76.41,2498607.0,109.33,363.35,126.399,184.62,0.0,3771072.3,0.9102,1339.75,13442.1,76.68,69.52
2022-03-09,73.18,2643261.6,111.14,412.5,155.88,184.62,0.0,3771072.3,0.9027,1358.12,13847.93,74.67,67.22
2022-03-08,68.51,2637635.0,127.98,438.35,214.554,184.62,0.0,3771072.3,0.9172,1342.01,12831.51,69.29,56.5
2022-03-07,58.3,2783825.0,123.21,416.0,227.201,184.62,0.0,3771072.3,0.9211,1269.98,12834.65,64.29,56.82
2022-03-06,65.1,2339043.0,118.11,433.35,192.55,184.62,0.0,3771072.3,0.9151,1235.88,13094.54,68.74,64.3
2022-03-05,65.1,2339043.0,118.11,433.35,192.55,184.62,0.0,3771072.3,0.9151,1235.88,13094.54,68.74,64.3
2022-03-04,65.1,2339043.0,118.11,433.35,192.55,184.62,0.0,3771072.3,0.9151,1235.88,13094.54,68.74,64.3
2022-03-03,67.35,2737104.0,110.46,352.5,160.823,184.62,0.0,3771072.3,0.9035,1246.97,13698.4,69.49,63.49
2022-03-02,68.49,5373725.4,112.93,436.0,165.543,184.62,0.0,3771072.3,0.899,1281.66,14000.11,70.96,55.0
2022-03-01,68.85,5415741.0,104.97,321.0,121.674,184.62,0.0,3771072.3,0.8986,1307.24,13904.85,84.43,66.0
2022-02-28,82.21,2961204.2,100.99,254.65,98.595,184.62,0.0,3771072.3,0.891,1325.94,14461.02,86.0,80.12
2022-02-27,88.14,1839481.8,97.93,194.5,94.422,184.62,0.0,3771072.3,0.8872,1231.19,14567.23,89.7,87.06
2022-02-26,88.14,1839481.8,97.93,194.5,94.422,184.62,0.0,3771072.3,0.8872,1231.19,14567.23,89.7,87.06
2022-02-25,88.14,1839481.8,97.93,194.5,94.422,184.62,0.0,3771072.3,0.8872,1231.19,14567.23,89.7,87.06
2022-02-24,87.03,4328872.2,99.08,192.0,134.316,184.62,0.0,3771072.3,0.8933,1187.5,14052.1,95.0,86.15
2022-02-23,95.07,2866360.5,96.84,190.75,88.891,184.62,0.0,3771072.3,0.8839,1125.61,14631.36,95.56,89.54
2022-02-22,89.77,2002768.7,96.84,189.0,79.789,184.62,0.0,3771072.3,0.8828,1131.25,14693,90.28,88.1
2022-02-21,89.68,1789116.0,95.39,185.0,72.564,184.62,0.0,3771072.3,0.884,1150.91,14731.12,90.95,88.02
2022-02-20,89.47,1911973.9,93.54,185.0,73.762,184.62,0.0,3771072.3,0.883,1158.59,15042.51,89.66,86.16
2022-02-19,89.47,1911973.9,93.54,185.0,73.762,184.62,0.0,3771072.3,0.883,1158.59,15042.51,89.66,86.16
2022-02-18,89.47,1911973.9,93.54,185.0,73.762,184.62,0.0,3771072.3,0.883,1158.59,15042.51,89.66,86.16
2022-02-17,86.44,2730639.6,92.97,184.0,74.914,184.62,0.0,3771072.3,0.8801,1183.56,15267.63,90.45,85.8
2022-02-16,89.86,2790153.0,94.81,183.65,69.795,184.62,0.0,3771072.3,0.8791,1192.12,15370.3,91.21,87.77
2022-02-15,91.14,2383311.0,93.28,186.75,70.919,184.62,0.0,3771072.3,0.8803,1191.2,15412.71,92.75,90.31
2022-02-14,91.76,2144431.2,96.48,191.5,80.771,184.62,0.0,3771072.3,0.8843,1141.15,15113.97,94.0,89.9
2022-02-13,92.87,2319892.6,94.44,189.5,77.426,184.62,0.0,3771072.3,0.8808,1161.84,15425.12,93.38,88.5
2022-02-12,92.87,2319892.6,94.44,189.5,77.426,184.62,0.0,3771072.3,0.8808,1161.84,15425.12,93.38,88.5
2022-02-11,92.87,2319892.6,94.44,189.5,77.426,184.62,0.0,3771072.3,0.8808,1161.84,15425.12,93.38,88.5
2022-02-10,90.78,2620818.6,91.41,188.0,74.353,184.62,0.0,3771072.3,0.875,1186.74,15490.44,93.42,89.25
2022-02-09,90.79,3234847.7,91.55,187.5,74.417,184.62,0.0,3771072.3,0.8752,1206.5,15482.01,97.6,90.26
2022-02-08,96.93,2938917.6,90.78,186.0,77.3,184.62,0.0,3771072.3,0.876,1159.96,15242.38,98.49,95.25
2022-02-07,96.7,2349810.0,92.69,182.15,79.595,184.62,0.0,3771072.3,0.8739,1162.97,15206.64,96.8,93.7
2022-02-06,96.45,2689990.5,93.27,183.0,82.652,184.62,0.0,3771072.3,0.8734,1168.09,15099.56,97.5,94.44
2022-02-05,96.45,2689990.5,93.27,183.0,82.652,184.62,0.0,3771072.3,0.8734,1168.09,15099.56,97.5,94.44
2022-02-04,96.45,2689990.5,93.27,183.0,82.652,184.62,0.0,3771072.3,0.8734,1168.09,15099.56,97.5,94.44
2022-02-03,94.81,2094352.9,91.11,177.65,80.223,184.62,0.0,3771072.3,0.874,1163.0,15368.47,94.94,93.1
2022-02-02,94.21,3802315.6,89.47,177.4,77.351,184.62,0.0,3771072.3,0.8845,1189.13,15613.77,94.62,89.6
2022-02-01,89.52,2000772.0,89.16,174.5,76.167,184.62,0.0,3771072.3,0.8871,1190.83,15619.39,89.94,87.16
2022-01-31,89.24,1581332.8,91.21,178.25,84.672,184.62,0.0,3771072.3,0.8899,1187.96,15471.2,89.95,88.1
2022-01-30,89.22,1754065.2,90.03,167.2,92.062,184.62,0.0,3771072.3,0.8971,1128.49,15318.95,90.63,88.88
2022-01-29,89.22,1754065.2,90.03,167.2,92.062,184.62,0.0,3771072.3,0.8971,1128.49,15318.95,90.63,88.88
2022-01-28,89.22,1754065.2,90.03,167.2,92.062,184.62,0.0,3771072.3,0.8971,1128.49,15318.95,90.63,88.88
2022-01-27,89.76,1949587.2,89.34,165.65,92.301,184.62,0.0,3771072.3,0.8971,1128.83,15524.27,89.95,87.9
2022-01-26,88.66,2482480.0,89.96,165.7,91.837,184.62,0.0,3771072.3,0.8896,1148.85,15459.39,90.0,86.63
2022-01-25,87.45,2464341.0,88.2,164.25,93.582,184.62,0.0,3771072.3,0.8847,1134.72,15123.87,88.1,83.61
2022-01-24,84.02,2239133.0,86.27,163.35,93.0,184.62,0.0,3771072.3,0.8828,1162.53,15011.13,86.45,83.02
2022-01-23,84.47,1702915.2,87.89,162.0,78.98,184.62,0.0,3771072.3,0.8815,1176.41,15603.88,85.65,83.28
2022-01-22,84.47,1702915.2,87.89,162.0,78.98,184.62,0.0,3771072.3,0.8815,1176.41,15603.88,85.65,83.28
2022-01-21,84.47,1702915.2,87.89,162.0,78.98,184.62,0.0,3771072.3,0.8815,1176.41,15603.88,85.65,83.28
2022-01-20,85.59,2672975.7,88.38,160.0,75.203,184.62,0.0,3771072.3,0.8839,1224.81,15912.33,85.97,80.53
2022-01-19,82.09,2608820.2,88.44,161.75,75.602,184.62,0.0,3771072.3,0.8815,1205.35,15809.72,82.8,80.8
2022-01-18,82.67,3821834.1,87.51,162.0,78.334,184.62,0.0,3771072.3,0.8827,1213.82,15772.56,82.97,79.0
2022-01-17,80.58,1273164.0,86.48,154.35,77.012,184.62,0.0,3771072.3,0.8763,1242.7,15933.72,82.75,79.88
2022-01-16,82.08,2047896.0,86.06,154.35,86.97,184.62,0.0,3771072.3,0.8758,1241.48,15883.24,83.75,81.5
2022-01-15,82.08,2047896.0,86.06,154.35,86.97,184.62,0.0,3771072.3,0.8758,1241.48,15883.24,83.75,81.5
2022-01-14,82.08,2047896.0,86.06,154.35,86.97,184.62,0.0,3771072.3,0.8758,1241.48,15883.24,83.75,81.5
2022-01-13,80.56,2018833.6,84.47,148.6,85.46,184.62,0.0,3771072.3,0.8728,1257.14,16031.59,81.43,77.55
2022-01-12,80.01,1613801.7,84.67,139.0,75.153,184.62,0.0,3771072.3,0.8737,1262.37,16010.32,83.24,79.15
2022-01-11,81.3,1909737.0,83.72,135.0,78.736,184.62,0.0,3771072.3,0.8797,1255.21,15941.81,84.45,80.12
2022-01-10,80.09,2478785.5,80.87,138.75,84.607,184.62,0.0,3771072.3,0.8828,1245.98,15768.27,87.0,79.8
2022-01-09,85.42,1352198.6,81.75,138.5,88.174,184.62,0.0,3771072.3,0.88,1254.4,15947.74,87.61,85.21
2022-01-08,85.42,1352198.6,81.75,138.5,88.174,184.62,0.0,3771072.3,0.88,1254.4,15947.74,87.61,85.21
2022-01-07,85.42,1352198.6,81.75,138.5,88.174,184.62,0.0,3771072.3,0.88,1254.4,15947.74,87.61,85.21
2022-01-06,86.74,1161448.6,81.99,143.15,96.502,184.62,0.0,3771072.3,0.8853,1263.16,16052.03,87.8,85.33
2022-01-05,87.58,1807651.2,80.8,137.4,91.522,184.62,0.0,3771072.3,0.8836,1294.52,16271.75,88.55,85.27
2022-01-04,84.91,1488472.3,80.0,130.05,88.741,184.62,0.0,3771072.3,0.8858,1342.81,16152.61,86.8,83.81
2022-01-03,84.01,838419.8,78.98,119.0,80.434,184.62,0.0,3771072.3,0.8851,1361.04,16020.73,84.4,79.8
2022-01-02,80.65,297598.5,77.78,136.75,70.343,184.62,0.0,3771072.3,0.8794,1354.45,15884.86,81.25,79.55
2022-01-01,80.65,297598.5,77.78,136.75,70.343,184.62,0.0,3771072.3,0.8794,1354.45,15884.86,81.25,79.55
2021-12-31,80.65,297598.5,77.78,136.75,70.343,178.97,0.0,3937442.3,0.8794,1354.45,15884.86,81.25,79.55
2021-12-30,80.16,684566.4,79.32,138.5,87.027,178.97,0.0,3937442.3,0.8829,1353.38,15884.86,80.65,79.25
2021-12-29,80.36,1112182.4,79.23,138.75,96.476,178.97,0.0,3937442.3,0.8809,1339.85,15852.25,80.87,78.11
2021-12-28,79.29,365526.9,78.94,143.0,106.59,178.97,0.0,3937442.3,0.8839,1344.55,15963.7,79.69,76.21
2021-12-27,76.92,279219.6,78.6,143.5,106.893,178.97,0.0,3937442.3,0.8826,1356.45,15835.25,77.13,75.04
2021-12-26,76.31,181617.8,76.14,143.5,110.469,178.97,0.0,3937442.3,0.8833,1358.56,15756.31,76.87,74.51
2021-12-25,76.31,181617.8,76.14,143.5,110.469,178.97,0.0,3937442.3,0.8833,1358.56,15756.31,76.87,74.51
2021-12-24,76.31,181617.8,76.14,143.5,110.469,178.97,0.0,3937442.3,0.8833,1358.56,15756.31,76.87,74.51
2021-12-23,74.46,1449736.2,76.85,143.5,132.579,178.97,0.0,3937442.3,0.8826,1357.31,15756.31,77.75,74.25
2021-12-22,76.83,2420145.0,75.29,147.35,172.875,178.97,0.0,3937442.3,0.8828,1353.18,15593.47,80.17,75.45
2021-12-21,80.94,1457729.4,73.98,147.4,180.267,178.97,0.0,3937442.3,0.886,1344.05,15447.44,82.85,78.09
2021-12-20,80.09,2245723.6,71.52,148.75,146.926,178.97,0.0,3937442.3,0.8866,1308.18,15239.67,81.75,73.42
2021-12-19,74.02,3162134.4,73.52,146.0,136.913,178.97,0.0,3937442.3,0.8895,1356.12,15531.69,85.25,73.25
2021-12-18,74.02,3162134.4,73.52,146.0,136.913,178.97,0.0,3937442.3,0.8895,1356.12,15531.69,85.25,73.25
2021-12-17,74.02,3162134.4,73.52,146.0,136.913,178.97,0.0,3937442.3,0.8895,1356.12,15531.69,85.25,73.25
2021-12-16,85.71,2970708.6,75.02,147.25,142.765,178.97,0.0,3937442.3,0.8825,1360.47,15636.4,86.05,81.12
2021-12-15,81.19,2303360.3,73.88,141.5,132.284,178.97,0.0,3937442.3,0.8858,1372.96,15476.35,82.24,80.1
2021-12-14,80.12,1687327.2,73.7,141.0,128.301,178.97,0.0,3937442.3,0.888,1362.09,15453.56,83.88,78.9
2021-12-13,82.72,1521220.8,74.39,137.3,116.084,178.97,0.0,3937442.3,0.8861,1405.46,15621.72,87.4,82.2
2021-12-12,84.37,2472884.7,75.15,135.7,105.776,178.97,0.0,3937442.3,0.8838,1410.52,15623.31,84.5,80.48
2021-12-11,84.37,2472884.7,75.15,135.7,105.776,178.97,0.0,3937442.3,0.8838,1410.52,15623.31,84.5,80.48
2021-12-10,84.37,2472884.7,75.15,135.7,105.776,178.97,0.0,3937442.3,0.8838,1410.52,15623.31,84.5,80.48
2021-12-09,80.88,2346328.8,74.42,134.9,100.445,178.97,0.0,3937442.3,0.8854,1427.25,15639.26,90.75,80.4
2021-12-08,89.41,2489174.4,75.82,134.5,101.502,178.97,0.0,3937442.3,0.8816,1459.7,15687.09,91.19,85.51
2021-12-07,85.34,1684611.6,75.44,129.05,95.883,178.97,0.0,3937442.3,0.8874,1452.89,15813.94,85.94,82.3
2021-12-06,81.65,1282721.5,73.08,122.0,89.928,178.97,0.0,3937442.3,0.8859,1408.48,15380.79,82.17,78.74
2021-12-05,78.64,994009.6,69.88,121.0,89.478,178.97,0.0,3937442.3,0.8836,1400.42,15169.98,80.8,78.38
2021-12-04,78.64,994009.6,69.88,121.0,89.478,178.97,0.0,3937442.3,0.8836,1400.42,15169.98,80.8,78.38
2021-12-03,78.64,994009.6,69.88,121.0,89.478,178.97,0.0,3937442.3,0.8836,1400.42,15169.98,80.8,78.38
2021-12-02,80.25,1258320.0,69.67,124.25,94.83,178.97,0.0,3937442.3,0.8847,1442.15,15263.11,80.35,76.5
2021-12-01,77.2,837620.0,68.87,125.15,95.675,178.97,0.0,3937442.3,0.8833,1463.66,15472.67,78.76,75.6
2021-11-30,75.73,1123075.9,70.57,111.75,92.513,178.97,0.0,3937442.3,0.8819,1488.88,15100.13,75.81,73.54
2021-11-29,74.54,974983.2,73.44,121.55,93.146,178.97,0.0,3937442.3,0.8855,1516.42,15280.86,76.06,74.2
